Date,平均温度,最高温,最低温,平均降水,最高露点,平均露点,最低露点,最高湿度(%),最低湿度(%),平均相对湿度(%),最高气压,平均气压,最低气压,最高风速,平均风速,最低风速,BSI_厦门手足口病_all,BSI_厦门手足口病_pc,BSI_厦门手足口病_wise,BSI_厦门肝炎_all,BSI_厦门肝炎_pc,BSI_厦门肝炎_wise,BSI_厦门腹泻_all,BSI_厦门腹泻_pc,BSI_厦门腹泻_wise,手足口病,肝炎,其他感染性腹泻,HF1,HF2,HF3,HF4,HF5,HF6,HF7,H1,H2,H3,H4,H5,H6,H7,D1,D2,D3,D4,D5,D6,D7
2016Y08W,12.13,18.6,7.4,1.49,15,7.29,2,100,35,68.57,1028,1024.29,1018,29,12,0,897,185,474,683,230,453,897,409,488,22,142,196,2,2,3,4,5,2,4,28,18,29,28,16,14,9,34,38,22,22,25,25,30
2016Y09W,12.66,23,9.4,0.77,13,7.43,0,100,21,67.29,1032,1026.43,1020,35,12.29,0,768,299,484,754,299,455,768,300,468,25,157,187,2,3,1,3,4,7,5,36,21,33,25,21,9,12,31,30,15,32,21,26,32
2016Y10W,15.61,25.2,9.3,0,18,10.29,3,100,20,68.14,1029,1021.71,1014,32,9.57,0,925,422,488,806,348,458,925,418,507,27,184,207,4,6,3,3,4,4,3,39,25,31,21,26,13,29,36,22,26,40,32,30,21
2016Y11W,12.83,22,6.3,16.17,20,12,1,100,44,89.29,1026,1018.14,1010,40,11.29,0,840,363,501,785,354,431,840,350,490,37,162,144,2,4,1,9,10,4,7,26,36,29,18,24,10,19,28,35,20,19,22,13,7
2016Y12W,14.41,20.6,10.6,13.46,20,13.29,2,100,39,88.43,1022,1016.43,1010,32,9.14,0,773,370,520,584,177,407,773,293,480,25,154,106,3,1,4,5,4,3,5,33,29,16,25,27,15,9,17,15,22,13,15,12,12
2016Y13W,12.33,18.2,7.2,21.8,16,9,1,100,31,78.57,1027,1020.86,1012,32,12.57,0,580,313,553,683,234,449,580,120,460,43,173,78,3,3,2,5,13,6,11,44,31,21,22,26,14,15,15,15,12,10,8,10,8
2016Y14W,17.74,27.5,10.6,0.7,20,12.86,-1,100,21,71,1028,1018.29,1011,26,6.86,0,781,370,595,656,232,424,781,297,484,48,149,77,6,5,4,6,9,8,10,39,24,26,25,21,10,4,8,11,12,14,18,8,6
2016Y15W,20.63,28,16.5,22.93,23,19.43,17,100,62,92,1017,1013,1007,26,7.71,0,634,461,648,639,179,460,634,175,459,60,144,71,8,7,6,10,4,15,10,10,40,34,15,20,12,13,9,7,26,10,9,8,2
2016Y16W,18.89,25.5,16,17.09,23,18.86,15,100,69,94,1016,1011,1004,21,7.86,0,732,439,757,770,297,473,732,299,433,156,145,48,26,12,23,18,22,22,33,30,18,31,22,19,12,13,10,7,8,7,8,4,4
2016Y17W,21.14,30.5,14.5,24.46,25,19.86,13,100,51,89.14,1022,1012.86,1008,26,7.43,0,675,584,1062,742,230,512,675,234,441,206,156,43,42,23,16,19,40,29,37,27,32,29,23,13,15,17,8,3,11,7,7,3,4
2016Y18W,20.76,30.3,14.2,8.24,25,18.57,8,100,36,84.86,1017,1012,1005,26,8.43,0,696,469,1490,729,232,497,696,236,460,267,166,46,35,24,25,25,51,61,46,30,31,37,15,29,8,16,3,7,12,9,3,8,4
2016Y19W,25.83,32.7,20.7,8.41,26,23.43,18,100,51,85,1014,1011,1007,26,7,0,729,857,2620,927,356,571,729,287,442,329,130,40,31,36,28,44,68,66,56,6,28,27,30,27,6,6,8,3,4,8,8,4,5
2016Y20W,24.64,31,18.7,12.99,27,22,13,100,44,81.43,1017,1011.14,1006,29,10.86,0,676,711,2948,843,293,550,676,228,448,472,146,43,85,69,60,75,55,65,63,26,34,26,16,24,10,10,9,6,7,8,6,2,5
2016Y21W,21.79,26.9,17.8,8.4,25,18.43,8,100,29,78.57,1016,1011,1007,32,12,0,749,592,2393,800,238,562,749,293,456,370,132,45,91,51,34,42,52,52,48,39,24,17,28,10,6,8,4,7,6,12,5,4,7
2016Y22W,25.86,33.5,22.3,6.24,28,24.57,21,100,59,87,1011,1008.71,1005,32,9.29,0,570,579,2566,848,289,559,570,116,454,366,176,39,39,57,37,57,70,61,45,31,35,31,34,27,9,9,6,6,8,7,5,3,4
2016Y23W,27.54,35.5,22.6,16.9,28,25.29,21,100,49,83.43,1011,1006.86,1002,29,9.14,0,666,609,2934,912,401,511,666,234,432,455,189,39,59,66,49,62,84,67,68,35,41,39,23,19,21,11,6,11,4,6,4,6,2
2016Y24W,26.19,30.7,23.5,32.53,27,25.14,23,100,62,88.57,1011,1007,1003,21,9.57,0,725,552,2636,704,181,523,725,300,425,400,128,43,45,39,56,51,83,60,66,30,31,26,7,10,7,17,6,9,7,6,0,4,11
2016Y25W,27.83,33.7,24.5,41.19,28,26.57,23,100,49,87.71,1013,1007,1002,29,9.29,0,561,540,2337,502,57,445,561,175,386,431,140,59,64,51,65,54,63,67,67,29,17,23,21,24,15,11,9,13,9,8,8,7,5
2016Y26W,29.19,34.7,26,2.64,28,26.29,23,100,47,78,1011,1008.57,1006,29,10.43,0,616,526,2000,764,293,471,616,173,443,310,144,45,48,38,34,28,59,63,40,31,19,29,23,23,9,10,5,5,13,11,5,2,4
2016Y27W,28.87,34.3,25.3,8,28,26,21,100,44,78.14,1013,1010,1007,26,10.14,0,732,480,1642,657,177,480,732,295,437,209,123,74,38,26,27,34,32,32,20,29,28,14,14,14,11,13,8,17,11,8,8,13,9
2016Y28W,28.94,35.5,23.7,36.89,27,24.29,20,100,37,72.57,1011,1003.14,993,29,12.71,0,733,412,1351,750,295,455,733,293,440,149,180,65,19,34,22,27,20,12,15,38,33,36,30,23,12,8,12,13,7,11,9,8,5
2016Y29W,27.97,34.8,25.2,12.79,29,26.57,24,100,58,84.86,1009,1005.43,1001,26,9.14,0,674,434,1127,751,287,464,674,234,440,130,181,49,19,24,14,16,19,17,21,37,25,39,29,21,18,12,5,7,12,3,10,8,4
2016Y30W,29,34.9,24.8,3.37,28,25.71,22,100,45,78.14,1012,1008.57,1005,29,9.29,0,579,369,1119,706,236,470,579,122,457,102,172,54,20,16,12,19,15,9,11,32,26,37,29,22,13,13,9,9,9,5,10,5,7
2016Y31W,29.9,35.9,25.9,2.81,28,24.57,19,100,44,69.29,1011,1007.29,1002,29,8.86,0,745,377,1023,728,244,484,745,291,454,101,165,81,22,18,8,18,9,8,18,33,36,29,19,21,11,16,13,11,10,12,16,8,11
2016Y32W,28.97,35.8,25.7,38.23,28,25.71,22,100,49,77.29,1011,1005.43,1000,32,12,0,802,375,1001,769,293,476,802,351,451,85,150,61,16,11,14,7,11,15,11,36,33,24,16,21,6,14,9,12,9,9,8,8,6
2016Y33W,27.29,33.4,24.3,54.24,27,26,24,100,52,87.29,1005,1002.29,999,26,8.57,0,866,307,938,763,297,466,866,409,457,92,179,74,7,12,15,19,23,9,7,42,35,34,20,31,11,6,12,7,9,15,9,13,9
2016Y34W,27.87,34.2,24.8,10.93,28,26,24,100,53,85.43,1006,1002.29,999,26,11,0,692,443,882,654,173,481,692,228,464,72,187,61,14,11,4,12,10,6,15,49,31,29,32,24,12,10,6,9,10,9,9,5,13
2016Y35W,28.57,35.1,24.4,93.09,28,25.57,22,100,46,78.57,1008,1005,1002,18,7.43,0,626,425,951,570,116,454,626,171,455,84,190,57,8,10,15,12,14,9,16,42,38,33,26,25,16,10,11,9,8,12,5,5,7
2016Y36W,27.13,33.8,23,8.46,27,22.43,14,100,32,71,1009,1005,1000,29,10.57,0,674,320,919,645,173,472,674,232,442,89,199,65,16,12,8,12,17,13,11,43,36,26,18,30,12,34,15,4,5,10,8,14,9
2016Y37W,27.09,32.5,23.6,34.24,27,25.29,23,100,52,85.71,1011,1007.43,1005,29,9.71,0,639,299,837,527,57,470,639,173,466,169,143,86,21,22,13,25,30,30,28,37,26,26,17,17,10,10,9,7,18,14,17,13,8
2016Y38W,26.44,33.6,23,52.03,26,23.57,21,100,53,81,1014,1005.29,964,79,14.43,0,765,387,941,595,173,422,765,317,448,196,124,83,14,29,19,43,24,30,37,38,29,24,1,5,11,16,15,11,14,6,8,8,21
2016Y39W,26.44,31.7,22.4,0.16,24,19.29,16,95,38,61.57,1017,1012.14,1007,26,13.86,0,811,406,1164,588,118,470,811,344,467,203,176,120,30,34,29,27,40,23,20,51,34,30,22,23,11,5,16,18,25,17,15,13,16
2016Y40W,27.03,33.4,23.5,39.14,26,22.57,18,100,37,74.71,1012,1004,984,40,13,0,688,430,1062,567,114,453,688,301,387,161,143,92,22,27,21,13,22,17,39,28,33,29,22,15,4,12,21,13,17,10,15,7,9
2016Y41W,26.04,31.9,18.7,22.6,26,22.14,17,100,54,75.86,1012,1008.71,1005,40,14.43,0,768,457,1153,464,0,464,768,295,473,204,87,76,22,34,29,25,25,27,42,8,7,6,10,11,20,25,15,15,4,6,13,10,13
2016Y42W,23.4,30.8,17.8,0,23,18.57,14,100,37,70.57,1017,1013.57,1010,32,17.14,0,583,456,1213,649,173,476,583,116,467,226,160,66,38,41,24,26,30,29,38,35,30,30,30,18,15,2,8,15,7,11,10,10,5
2016Y43W,26.6,33,24,29.11,25,22.86,21,96,52,75.57,1014,1008.86,1002,32,16.57,0,611,460,1120,807,295,512,611,177,434,313,180,43,37,38,44,34,46,50,64,39,37,40,29,24,6,5,6,8,5,9,9,3,3
2016Y44W,24.96,32.9,20,2.21,25,21.43,15,100,49,77.71,1024,1016.43,1011,40,11.57,0,718,541,1433,863,350,513,718,236,482,480,144,43,62,54,50,57,88,75,94,33,24,28,16,19,11,13,7,8,6,5,5,8,4
2016Y45W,21.66,27.1,17.8,0,19,15.43,10,94,41,62.86,1024,1018.29,1011,35,15.86,0,727,479,1506,655,171,484,727,287,440,308,160,45,49,61,45,41,43,36,33,45,31,24,20,17,16,7,14,4,8,7,8,1,3
2016Y46W,20.44,28.5,15.4,2.2,21,15.86,10,97,45,71.43,1023,1019,1015,35,10.29,0,734,333,1137,658,179,479,734,291,443,211,167,36,20,30,28,35,37,27,34,38,27,26,25,30,12,9,3,9,4,5,5,8,2
2016Y47W,22.9,29.9,19.7,8.41,22,19.57,16,99,51,77.71,1021,1016.14,1012,29,8.43,0,529,510,1119,650,175,475,529,171,358,276,163,49,27,35,37,38,65,41,33,34,37,31,23,22,8,8,9,7,10,3,8,7,5
2016Y48W,18.16,24.3,14,17.13,21,15.86,8,100,52,81.86,1023,1017.43,1012,32,13.29,0,665,495,1164,571,118,453,665,289,376,246,131,45,39,29,24,46,47,23,38,23,19,28,25,21,5,10,10,4,12,3,8,4,4
2016Y49W,17.84,24.3,12.9,1.24,18,12.29,2,96,28,65.43,1026,1022.86,1016,35,14.14,0,611,445,931,568,114,454,611,232,379,153,156,46,27,36,19,23,18,18,12,37,28,20,24,23,16,8,7,4,6,8,11,2,8
2016Y50W,17.87,24.1,13.8,0,17,11.86,3,88,27,62.14,1025,1018.71,1014,29,11.86,0,599,402,861,637,171,466,599,173,426,111,156,51,16,18,15,18,13,19,12,37,20,36,20,21,11,11,7,9,7,4,9,5,10
2016Y51W,15.66,24.2,9.3,0.09,16,9.57,-5,95,14,64.71,1029,1021.86,1013,35,13.57,0,617,427,788,580,118,462,617,177,440,98,153,67,10,9,20,17,22,13,7,37,21,36,24,19,5,11,9,10,9,13,10,7,9
2016Y52W,18.19,25.8,12.8,13.9,21,13.71,0,100,26,73.14,1025,1019.29,1015,32,10.43,0,600,255,757,710,232,478,600,175,425,83,141,115,11,12,8,14,17,8,13,34,19,20,31,19,8,10,18,20,14,19,20,12,12
2017Y01W,15.6,24.9,9.4,0.04,17,9.43,1,93,39,62.43,1028,1022.57,1014,35,12.86,0,506,441,715,722,236,486,506,59,447,79,156,173,15,7,8,13,7,12,17,45,28,31,25,15,6,6,30,21,24,16,24,25,33
2017Y02W,18.59,25.8,15.3,0,17,15.14,11,94,53,77.29,1020.54,1015.23,1008.69,13,4.29,0,683,384,667,555,114,441,683,232,451,61,152,250,12,9,7,6,9,9,9,19,34,27,20,22,25,5,37,26,29,46,44,39,29
2017Y03W,14.39,19.8,8.5,1.14,14,9.43,2,94,47,68.71,1021.56,1017.63,1012.75,18,11,2,667,299,578,639,173,466,667,228,439,47,161,193,7,3,5,11,8,8,5,23,31,39,23,25,16,4,35,32,34,23,22,21,26
2017Y04W,13.51,18.2,9,0.09,14,9,1,94,32,69.29,1027.65,1021.85,1016.82,20,9.43,0,589,419,545,565,114,451,589,173,416,25,147,180,4,2,3,3,3,2,8,25,24,30,20,22,13,13,19,24,24,36,29,30,18
2017Y05W,13.74,20.2,9.1,1.37,17,7.57,0,94,40,62.71,1027.65,1022.32,1014.78,25,9.57,0,427,116,522,365,0,365,427,0,427,16,98,156,3,3,1,2,3,3,1,25,23,31,9,4,1,5,22,26,25,20,17,19,27
2017Y06W,14.61,22.1,10.6,0.57,18,10.29,6,94,49,70.71,1024.6,1018.31,1010.72,27,9.29,2,654,234,554,315,0,315,654,171,483,31,61,185,1,5,11,3,2,4,5,1,2,4,2,19,24,9,28,21,17,24,20,38,37
2017Y07W,12.47,19.8,6.9,0,12,3.14,-4,77,29,50.57,1027.65,1019.81,1012.75,25,10.86,2,701,352,562,591,116,475,701,228,473,29,164,265,3,3,6,5,7,3,2,37,34,28,22,26,9,8,55,35,43,31,37,19,45
2017Y08W,15.06,26.5,8.7,0.89,14,7.29,-4,94,28,60,1029.68,1022.12,1012.75,16,6.86,0,646,374,564,522,59,463,646,184,462,30,183,393,5,6,4,4,5,3,3,34,32,42,23,33,13,6,45,43,66,51,59,55,74
2017Y09W,12.94,21.7,7.4,2.17,17,10.86,3,100,54,81.71,1023.59,1017.44,1010.72,22,8.29,0,759,356,511,533,57,476,759,285,474,28,178,315,0,3,3,5,5,9,3,27,31,48,26,25,12,9,61,57,58,56,34,28,21
2017Y10W,14.73,24.2,9.5,1.83,17,6.29,-2,88,22,56.29,1023.59,1016.56,1007.67,18,6.57,0,662,237,584,701,179,522,662,171,491,14,157,232,1,2,5,0,4,0,2,31,29,43,20,20,4,10,39,31,40,28,32,34,28
2017Y11W,14.21,21.5,9.7,2.46,16,10.29,2,94,37,72.71,1018.85,1014.48,1007.67,18,7.14,0,603,179,609,545,0,545,603,118,485,24,163,215,4,4,4,2,1,7,2,33,37,26,24,30,8,5,41,31,39,30,35,16,23
2017Y12W,14.59,25.4,10.8,4.09,18,10.86,1,94,34,74.71,1020.54,1016.22,1005.64,20,7.29,0,807,287,628,822,285,537,807,289,518,31,164,186,5,5,3,3,6,3,6,29,35,34,28,23,6,9,53,26,19,29,18,14,27
2017Y13W,16.09,24.8,11.7,9.8,17,12.29,5,94,42,74.57,1022.57,1015.52,1010.72,18,6.86,0,562,188,691,741,173,568,562,59,503,44,192,124,4,0,5,12,4,5,14,40,33,39,31,22,16,11,27,24,16,21,16,13,7
2017Y14W,17.23,25.4,10.5,5.57,19,10.57,4,88,29,64.29,1023.59,1018.02,1010.72,22,6.57,0,706,352,801,837,289,548,706,240,466,49,197,109,9,2,1,8,5,12,12,37,36,37,19,31,30,7,22,13,18,19,14,12,11
2017Y15W,20.89,29.1,13.4,0.67,22,16,7,100,36,70.43,1022.57,1012.55,1002.59,16,5.43,0,727,361,766,740,175,565,727,232,495,77,138,85,11,10,5,14,10,15,12,7,9,29,36,28,16,13,9,11,15,21,9,11,9
2017Y16W,20.57,29.6,14.1,13.71,23,15.14,2,94,32,67.29,1017.83,1010.64,1000.9,20,7.57,0,499,419,992,644,57,587,499,0,499,148,151,84,15,16,16,45,25,16,15,29,30,36,18,23,10,5,14,9,14,12,12,10,13
2017Y17W,23.06,32.8,14.8,28.1,23,18.71,11,100,40,72.71,1014.78,1008.07,1003.61,18,7.86,2,655,438,1000,681,118,563,655,171,484,177,154,99,20,13,28,23,32,32,29,36,29,25,22,17,14,11,15,18,20,15,10,9,12
2017Y18W,19.69,29.5,14.8,9.81,22,13.43,4,94,27,65.14,1014.78,1011.75,1004.63,20,6.86,2,702,437,1100,728,171,557,702,228,474,161,184,59,18,10,13,26,43,29,22,29,39,37,29,31,11,8,9,8,4,14,8,6,10
2017Y19W,23.2,28.7,19.2,8.66,23,19.86,14,94,48,76.29,1015.83,1011.34,1007.85,25,10.14,0,586,324,1125,678,59,619,586,116,470,225,139,77,19,12,18,37,47,39,53,7,30,18,28,28,18,10,9,9,10,9,13,15,12
2017Y20W,24.69,31,20.4,12.57,24,20.86,15,94,48,73.57,1013.83,1009.45,1004.85,18,9.14,0,583,453,1686,698,114,584,583,116,467,324,176,138,55,29,36,61,54,43,46,28,32,37,29,24,14,12,8,9,9,7,18,70,17
2017Y21W,22.9,28.4,18.4,17.63,21,18.57,15,94,48,72.29,1011.84,1008.24,1003.85,29,13,0,615,393,2059,680,114,566,615,118,497,422,144,122,67,45,58,73,56,59,64,37,32,30,15,13,11,6,40,16,13,14,14,13,12
2017Y22W,24.8,31.7,20.1,24.57,24,18,7,89,30,63.29,1009.84,1006.84,1000.86,29,13.71,0,726,501,2244,815,228,587,726,239,487,390,171,76,44,55,30,58,51,98,54,36,30,22,28,19,31,5,12,11,12,10,14,9,8
2017Y23W,25.46,32.7,21.1,94.94,26,21.86,13,94,47,76.43,1009.84,1003.33,996.87,25,11.86,4,553,478,2163,709,175,534,553,57,496,548,131,61,47,41,60,70,112,109,109,7,10,42,28,21,14,9,8,9,8,12,10,5,9
2017Y24W,26.81,33,21.1,6.6,25,23.43,21,94,46,76.14,1010.84,1007.24,1002.86,25,9.86,0,572,567,3893,623,57,566,572,57,515,866,152,80,91,95,105,168,134,153,120,40,25,28,26,25,5,3,16,15,13,11,13,8,4
2017Y25W,23.31,31,20.2,94.71,25,22,20,94,59,86.29,1008.84,1005.28,1001.86,32,11.57,0,595,558,4449,748,230,518,595,114,481,838,130,81,112,90,92,166,142,128,108,25,24,30,20,25,1,5,12,12,9,14,10,14,10
2017Y26W,27.04,34.2,21.5,30.51,26,24.14,22,94,49,77.57,1007.85,1003.84,1000.86,25,13,4,731,705,4118,637,57,580,731,232,499,680,140,83,95,92,76,122,97,92,106,33,23,28,15,25,7,9,6,22,16,7,12,11,9
2017Y27W,27.86,33.8,23.9,10.13,26,24.29,21,8400,55,1072.43,1008.84,1006.09,1002.86,29,10.57,0,842,724,3386,660,57,603,842,350,492,562,159,71,96,81,73,96,89,66,61,35,27,26,21,20,23,7,8,13,11,11,15,8,5
2017Y28W,27.33,31.4,23.6,1.67,25,24,23,94,59,77.86,1011.84,1007.92,1003.85,25,8.86,0,845,735,3231,649,57,592,845,356,489,536,169,78,85,67,88,86,63,68,79,51,21,31,25,25,7,9,6,12,6,16,13,16,9
2017Y29W,28.91,34.3,25.1,0.69,25,23.86,21,89,46,68,1010.84,1007.45,1004.85,22,10.29,0,749,586,2477,618,57,561,749,234,515,346,160,83,72,52,47,44,51,42,38,34,30,27,23,19,19,8,8,12,16,15,13,8,11
2017Y30W,28.76,35.2,23.7,2.9,25,23.57,20,89,39,66.86,1011.84,1007.93,1003.85,32,10.86,0,800,560,1819,735,173,562,800,287,513,231,142,76,40,48,17,54,28,19,25,34,19,28,24,13,17,7,14,15,11,6,13,8,9
2017Y31W,29.44,34.6,24.8,21.7,26,23.29,20,89,41,64.86,1004.85,1000.06,989.88,36,12,4,780,449,1394,827,230,597,780,295,485,185,155,94,31,27,23,25,27,21,31,40,28,28,20,19,12,8,11,17,17,16,9,10,14
2017Y32W,27.97,35.3,24.3,28.5,27,25.14,23,100,53,79.14,1003.85,999.65,989.88,25,10.57,0,860,478,1273,565,0,565,860,354,506,174,166,91,33,14,24,21,21,26,35,37,28,25,24,18,22,12,18,10,15,10,9,16,13
2017Y33W,29.59,35.8,25.7,0.09,27,24.71,21,84,49,68.14,1006.85,1003.55,999.86,29,13.43,4,862,480,1411,818,230,588,862,368,494,168,115,91,34,27,23,33,15,19,17,25,19,28,17,16,6,4,12,14,13,17,14,12,9
2017Y34W,29.34,35.6,25.5,0,26,24.29,22,94,47,69.71,1008.84,1005.66,1001.86,22,9.57,0,718,501,1291,697,57,640,718,236,482,160,141,117,30,17,19,22,24,30,18,31,20,25,24,19,16,6,18,22,14,21,15,18,9
2017Y35W,28.5,33.9,22.8,24.64,26,24.14,21,94,52,72.43,1011.84,1004.75,995.87,36,12,0,734,466,1224,790,173,617,734,236,498,132,129,149,19,12,21,21,21,18,20,21,24,26,20,23,12,3,19,22,22,29,19,14,24
2017Y36W,28.76,34.4,25.1,12.86,25,21.86,17,94,46,63.71,1010.84,1005.33,1000.86,32,18.29,0,791,447,1155,818,228,590,791,293,498,138,137,137,29,24,16,9,15,21,24,32,17,22,21,21,11,13,15,21,23,22,21,12,23
2017Y37W,27.94,34.1,24.6,1.73,26,24.43,22,100,52,76.29,1008.84,1006.58,1002.86,22,9,0,598,390,1182,648,59,589,598,118,480,221,134,94,35,35,25,36,28,30,32,29,32,25,20,18,4,6,10,11,12,12,24,8,17
2017Y38W,28.77,35.1,25.2,1.97,26,22,16,89,38,63.43,1009.84,1006.66,1003.85,29,11.71,0,598,460,1361,689,116,573,598,114,484,246,149,105,36,42,29,42,33,27,37,32,27,30,22,26,8,4,17,19,14,20,13,11,11
2017Y39W,27.97,33.9,24.4,0,25,23,20,84,46,70.43,1010.84,1008.33,1004.85,22,11.14,0,847,507,1459,799,287,512,847,367,480,308,138,106,39,36,29,67,48,47,42,27,34,28,17,20,7,5,15,20,11,18,19,9,14
2017Y40W,28.97,36.4,25.3,5.34,27,23.29,21,89,44,67.71,1013.83,1009.12,1003.85,22,10.86,0,798,498,1707,691,182,509,798,348,450,379,176,107,64,50,49,54,56,48,58,33,36,31,22,29,18,7,21,15,11,20,15,16,9
2017Y41W,27.46,34.6,24.4,1.97,25,21.43,19,89,49,64.43,1014.83,1011.45,1006.85,36,18.14,0,658,435,1948,484,0,484,658,175,483,484,41,86,69,68,72,75,76,67,57,7,8,5,2,5,9,5,9,16,9,12,11,18,11
2017Y42W,27.09,33,22.3,19.39,23,20.14,16,94,41,62.29,1011.84,1007.38,1001.86,40,24.71,7,697,545,1926,736,242,494,697,228,469,384,145,106,70,39,66,58,49,59,43,18,36,25,27,23,8,8,18,16,24,19,10,11,8
2017Y43W,24,28.6,17.7,0.73,24,17.29,5,94,24,63.14,1012.83,1010.03,1006.85,25,14.71,4,787,549,1442,546,57,489,787,293,494,372,132,89,67,67,50,51,58,41,38,22,22,27,29,17,9,6,21,14,10,17,14,6,7
2017Y44W,21.61,26.9,17.3,0,16,11,2,73,24,50.57,1019.82,1014.91,1008.84,32,14.71,0,805,483,1275,721,232,489,805,350,455,160,128,84,39,29,23,17,18,13,21,22,31,12,15,23,15,10,13,17,5,12,18,11,8
2017Y45W,20.57,28.4,15.4,0.06,17,12.14,7,83,36,55.71,1022.81,1017.15,1010.84,36,18.71,0,828,499,873,673,173,500,828,354,474,98,144,86,16,13,5,15,21,10,18,40,13,22,24,22,18,5,14,9,13,20,12,10,8
2017Y46W,22.41,28.3,18.3,0.59,20,16,8,83,41,62.86,1017.82,1014.29,1010.84,25,13.57,0,645,476,799,729,239,490,645,179,466,94,149,74,8,12,19,13,9,17,16,22,43,25,23,15,12,9,15,7,15,13,9,7,8
2017Y47W,20.53,28.1,14.3,1.27,21,17,9,94,51,74.86,1019.82,1013.17,1005.85,43,13.43,0,692,449,773,675,180,495,692,238,454,99,142,68,19,13,9,13,10,16,19,36,18,25,20,23,15,5,13,7,10,9,11,8,10
2017Y48W,16.26,23,11.6,11.67,17,11.57,1,100,36,70.71,1024.81,1018.54,1011.84,32,13.43,0,674,366,712,649,171,478,674,228,446,107,116,75,17,10,13,25,17,16,9,26,28,21,20,14,4,3,20,4,9,11,14,4,13
2017Y49W,19.76,27.8,16.1,0,20,14.43,10,88,47,67,1019.82,1016.65,1012.83,36,15.86,4,700,376,731,809,299,510,700,230,470,85,128,97,10,8,12,15,12,15,13,26,37,18,17,19,5,6,15,19,15,9,16,12,11
2017Y50W,14.89,21.8,9,0,13,6.86,1,82,35,56,1021.82,1017.81,1013.83,29,16.29,0,779,429,685,557,59,498,779,306,473,76,156,128,12,9,10,7,16,6,16,39,17,31,25,22,14,8,16,17,18,16,17,25,19
2017Y51W,15.36,21.3,10.4,2.04,14,8.43,-2,94,0,59.71,1026.8,1019.29,1014.83,36,18.57,0,625,372,604,664,185,479,625,175,450,72,140,237,11,6,8,9,11,14,13,25,24,27,19,25,12,8,30,37,32,37,32,33,36
2017Y52W,14.51,25.2,9.6,0,14,3.86,-6,94,19,47.86,1028.8,1021.49,1012.83,32,14.43,0,626,317,655,546,59,487,626,177,449,53,120,381,7,8,4,8,9,9,8,34,20,23,21,15,3,4,48,45,32,56,79,48,73
2018Y01W,15.36,21.9,9.8,0,14,8.71,-3,94,30,63,1022.81,1020.16,1017.82,29,12.86,0,651,299,719,665,173,492,651,238,413,54,150,612,8,8,5,5,9,8,11,30,22,32,28,21,13,4,89,87,111,83,71,60,111
2018Y02W,16.84,18.6,13.2,16.1,16,11.71,4,100,40,75.86,1021.82,1016.7,1010.84,29,12,0,838,360,672,526,122,404,838,350,488,37,128,562,9,3,6,4,6,6,3,9,31,22,25,24,11,6,79,86,90,94,68,73,72
2018Y03W,12.65,15,11.5,17.94,18,3.43,-7,100,20,59.57,1028.8,1022.41,1009.84,29,12.86,4,633,357,634,701,173,528,633,186,447,21,124,376,1,4,6,2,1,4,3,24,28,24,15,14,10,9,65,69,53,46,48,37,58
2018Y04W,18.56,17.8,18.5,0.86,16,12.71,9,94,46,73.86,1019.82,1015,1009.84,25,9.29,0,794,413,577,614,116,498,794,352,442,20,144,428,4,6,1,2,2,2,3,27,29,20,24,19,14,11,70,68,63,73,58,50,46
2018Y05W,15.77,15.9,13.9,4,14,10.57,6,94,43,73.86,1019.82,1015.38,1009.84,36,17.57,0,687,241,537,725,228,497,687,234,453,14,155,246,1,4,2,2,1,2,2,48,28,27,20,18,10,4,46,39,48,34,32,19,28
2018Y06W,9.29,9.4,8.7,6.37,11,6.43,0,100,54,81.29,1026.8,1021.41,1015.83,32,14.29,4,574,302,509,705,228,477,574,114,460,17,133,192,2,4,2,2,5,0,2,19,19,22,40,21,6,6,41,32,32,30,16,18,23
2018Y07W,11.76,12.9,9.8,3.1,15,4.57,-7,100,26,65.86,1027.8,1020.19,1012.83,32,15.57,0,624,177,505,646,177,469,624,175,449,3,124,201,0,0,0,1,1,1,0,18,18,28,27,15,5,13,32,33,30,22,26,20,38
2018Y08W,17.51,18.3,16.6,0,18,10,0,100,32,71.57,1027.8,1018.04,1010.84,29,10,0,430,228,461,492,57,435,430,57,373,5,69,165,0,2,1,0,0,1,1,26,16,20,4,0,1,2,28,22,22,27,15,27,24
2018Y09W,16.62,19.7,12.8,0.23,17,11.86,5,100,42,78.86,1020.82,1016.35,1010.84,32,12.71,0,859,408,506,515,57,458,859,354,505,11,63,177,3,2,1,1,0,3,1,3,2,4,13,14,19,8,19,25,25,21,24,37,26
2018Y10W,19.89,19.5,18.7,2.01,21,14.29,8,100,47,79,1020.82,1012.48,1006.85,29,9.43,0,718,232,541,785,230,555,718,241,477,6,126,225,1,2,0,0,1,2,0,22,29,20,22,20,10,3,28,32,33,50,40,25,17
2018Y11W,17.35,22.1,16,2.54,22,10.43,1,100,34,70.86,1023.81,1017.95,1007.85,32,14.29,0,713,304,575,634,116,518,713,232,481,20,122,157,3,3,3,4,1,2,4,26,17,24,15,14,11,15,27,26,26,25,27,19,7
2018Y12W,19.03,18.3,18.1,13.83,19,14.29,11,100,44,78.29,1019.82,1014.94,1010.84,29,8.43,0,643,361,612,645,57,588,643,173,470,22,138,141,0,5,2,4,6,2,3,29,34,22,18,17,13,5,18,23,28,17,19,12,24
